year,region,round,t1Name,t1Rank,t1Score,t1Win,t2Name,t2Rank,t2Score,t2Win
2013,"Midwest Regional – Indianapolis, Indiana",round3,Michigan State,3,61,False,Duke,2,71,True
2013,"Midwest Regional – Indianapolis, Indiana",round1,Creighton,7,67,True,Cincinnati,10,63,False
2013,"Midwest Regional – Indianapolis, Indiana",round2,Creighton,7,50,False,Duke,2,66,True
2013,"Midwest Regional – Indianapolis, Indiana",round1,Duke,2,73,True,Albany,15,61,False
2013,"West Regional – Los Angeles, California",round1,Gonzaga,1,64,True,Southern,16,58,False
2013,"West Regional – Los Angeles, California",round2,Gonzaga,1,70,False,Wichita State,9,76,True
2013,"West Regional – Los Angeles, California",round1,Pittsburgh,8,55,False,Wichita State,9,73,True
2013,"West Regional – Los Angeles, California",round3,Wichita State,9,72,True,La Salle,13,58,False
2013,"West Regional – Los Angeles, California",round1,Wisconsin,5,46,False,Mississippi,12,57,True
2013,"West Regional – Los Angeles, California",round2,Mississippi,12,74,False,La Salle,13,76,True
2013,"West Regional – Los Angeles, California",round1,Kansas State,4,61,False,La Salle,13,63,True
2013,"West Regional – Los Angeles, California",round4,Wichita State,9,70,True,Ohio State,2,66,False
2013,"West Regional – Los Angeles, California",round1,Arizona,6,81,True,Belmont,11,64,False
2013,"West Regional – Los Angeles, California",round2,Arizona,6,74,True,Harvard,14,51,False
2013,"West Regional – Los Angeles, California",round1,New Mexico,3,62,False,Harvard,14,68,True
2013,"West Regional – Los Angeles, California",round3,Arizona,6,70,False,Ohio State,2,73,True
2013,"West Regional – Los Angeles, California",round1,Notre Dame,7,58,False,Iowa State,10,76,True
2013,"West Regional – Los Angeles, California",round2,Iowa State,10,75,False,Ohio State,2,78,True
2013,"West Regional – Los Angeles, California",round1,Ohio State,2,95,True,Iona,15,70,False
2013,"South Regional – Arlington, Texas",round1,Kansas,1,64,True,Western Kentucky,16,57,False
2013,"South Regional – Arlington, Texas",round2,Kansas,1,70,True,North Carolina,8,58,False
2013,"South Regional – Arlington, Texas",round1,North Carolina,8,78,True,Villanova,9,71,False
2013,"South Regional – Arlington, Texas",round3,Kansas,1,85,False,Michigan,4,87*,True
2013,"South Regional – Arlington, Texas",round1,VCU,5,88,True,Akron,12,42,False
2013,"South Regional – Arlington, Texas",round2,VCU,5,53,False,Michigan,4,78,True
2013,"South Regional – Arlington, Texas",round1,Michigan,4,71,True,South Dakota State,13,56,False
2013,"South Regional – Arlington, Texas",round4,Michigan,4,79,True,Florida,3,59,False
2013,"South Regional – Arlington, Texas",round1,UCLA,6,63,False,Minnesota,11,83,True
2013,"South Regional – Arlington, Texas",round2,Minnesota,11,64,False,Florida,3,78,True
2013,"South Regional – Arlington, Texas",round1,Florida,3,79,True,Northwestern State,14,47,False
2013,"South Regional – Arlington, Texas",round3,Florida,3,62,True,Florida Gulf Coast,15,50,False
2013,"South Regional – Arlington, Texas",round1,San Diego State,7,70,True,Oklahoma,10,55,False
2013,"South Regional – Arlington, Texas",round2,San Diego State,7,71,False,Florida Gulf Coast,15,81,True
2013,"South Regional – Arlington, Texas",round1,Georgetown,2,68,False,Florida Gulf Coast,15,78,True
2013,"East Regional – Washington, D.C.",round1,Indiana,1,83,True,James Madison,16,62,False
2013,"East Regional – Washington, D.C.",round2,Indiana,1,58,True,Temple,9,52,False
2013,"East Regional – Washington, D.C.",round1,NC State,8,72,False,Temple,9,76,True
2013,"East Regional – Washington, D.C.",round3,Indiana,1,50,False,Syracuse,4,61,True
2013,"East Regional – Washington, D.C.",round1,UNLV,5,61,False,California,12,64,True
2013,"East Regional – Washington, D.C.",round2,California,12,60,False,Syracuse,4,66,True
2013,"East Regional – Washington, D.C.",round1,Syracuse,4,81,True,Montana,13,34,False
2013,"East Regional – Washington, D.C.",round4,Syracuse,4,55,True,Marquette,3,39,False
2013,"East Regional – Washington, D.C.",round1,Butler,6,68,True,Bucknell,11,56,False
2013,"East Regional – Washington, D.C.",round2,Butler,6,72,False,Marquette,3,74,True
2013,"East Regional – Washington, D.C.",round1,Marquette,3,59,True,Davidson,14,58,False
2013,"East Regional – Washington, D.C.",round3,Marquette,3,71,True,Miami (FL),2,61,False
2013,"East Regional – Washington, D.C.",round1,Illinois,7,57,True,Colorado,10,49,False
2013,"East Regional – Washington, D.C.",round2,Illinois,7,59,False,Miami (FL),2,63,True
2013,"East Regional – Washington, D.C.",round1,Miami (FL),2,78,True,Pacific,15,49,False
2013,"Final Four – Georgia Dome, Atlanta, Georgia",round5,Louisville,MW1,72,True,Wichita State,W9,68,False
2013,"Final Four – Georgia Dome, Atlanta, Georgia",round6,Louisville,MW1,82,True,Michigan,S4,76,False
2013,"Final Four – Georgia Dome, Atlanta, Georgia",round5,Michigan,S4,61,True,Syracuse,E4,56,False
2014,"South Regional – Memphis, Tennessee",round1,Florida,1,67,True,Albany,16,55,False
2014,"South Regional – Memphis, Tennessee",round2,Florida,1,61,True,Pittsburgh,9,45,False
2014,"South Regional – Memphis, Tennessee",round1,Colorado,8,48,False,Pittsburgh,9,77,True
2014,"South Regional – Memphis, Tennessee",round3,Florida,1,79,True,UCLA,4,68,False
2014,"South Regional – Memphis, Tennessee",round1,VCU,5,75,False,Stephen F. Austin,12,77*,True
2014,"South Regional – Memphis, Tennessee",round2,Stephen F. Austin,12,60,False,UCLA,4,77,True
2014,"South Regional – Memphis, Tennessee",round1,UCLA,4,76,True,Tulsa,13,59,False
2014,"South Regional – Memphis, Tennessee",round4,Florida,1,62,True,Dayton,11,52,False
2014,"South Regional – Memphis, Tennessee",round1,Ohio State,6,59,False,Dayton,11,60,True
2014,"South Regional – Memphis, Tennessee",round2,Dayton,11,55,True,Syracuse,3,53,False
2014,"South Regional – Memphis, Tennessee",round1,Syracuse,3,77,True,Western Michigan,14,53,False
2014,"South Regional – Memphis, Tennessee",round3,Dayton,11,82,True,Stanford,10,72,False
2014,"South Regional – Memphis, Tennessee",round1,New Mexico,7,53,False,Stanford,10,58,True
2014,"South Regional – Memphis, Tennessee",round2,Stanford,10,60,True,Kansas,2,57,False
2014,"South Regional – Memphis, Tennessee",round1,Kansas,2,80,True,Eastern Kentucky,15,69,False
2014,"East Regional – New York City, New York",round1,Virginia,1,70,True,Coastal Carolina,16,59,False
2014,"East Regional – New York City, New York",round2,Virginia,1,78,True,Memphis,8,60,False
2014,"East Regional – New York City, New York",round1,Memphis,8,71,True,George Washington,9,66,False
2014,"East Regional – New York City, New York",round3,Virginia,1,59,False,Michigan State,4,61,True
2014,"East Regional – New York City, New York",round1,Cincinnati,5,57,False,Harvard,12,61,True
2014,"East Regional – New York City, New York",round2,Harvard,12,73,False,Michigan State,4,80,True
2014,"East Regional – New York City, New York",round1,Michigan State,4,93,True,Delaware,13,78,False
2014,"East Regional – New York City, New York",round4,Michigan State,4,54,False,Connecticut,7,60,True
2014,"East Regional – New York City, New York",round1,North Carolina,6,79,True,Providence,11,77,False
2014,"East Regional – New York City, New York",round2,North Carolina,6,83,False,Iowa State,3,85,True
2014,"East Regional – New York City, New York",round1,Iowa State,3,93,True,NC Central,14,75,False
2014,"East Regional – New York City, New York",round3,Iowa State,3,76,False,Connecticut,7,81,True
2014,"East Regional – New York City, New York",round1,Connecticut,7,89*,True,St. Joseph's,10,81,False
2014,"East Regional – New York City, New York",round2,Connecticut,7,77,True,Villanova,2,65,False
2014,"East Regional – New York City, New York",round1,Villanova,2,73,True,Milwaukee,15,53,False
2014,"West Regional – Anaheim, California",round1,Arizona,1,68,True,Weber State,16,59,False
2014,"West Regional – Anaheim, California",round2,Arizona,1,84,True,Gonzaga,8,61,False
2014,"West Regional – Anaheim, California",round1,Gonzaga,8,85,True,Oklahoma State,9,77,False
2014,"West Regional – Anaheim, California",round3,Arizona,1,70,True,San Diego State,4,64,False
2014,"West Regional – Anaheim, California",round1,Oklahoma,5,75,False,North Dakota State,12,80*,True
2014,"West Regional – Anaheim, California",round2,North Dakota State,12,44,False,San Diego State,4,63,True
2014,"West Regional – Anaheim, California",round1,San Diego State,4,73*,True,New Mexico State,13,69,False
2014,"West Regional – Anaheim, California",round4,Arizona,1,63,False,Wisconsin,2,64*,True
2014,"West Regional – Anaheim, California",round1,Baylor,6,74,True,Nebraska,11,60,False
2014,"West Regional – Anaheim, California",round2,Baylor,6,85,True,Creighton,3,55,False
2014,"West Regional – Anaheim, California",round1,Creighton,3,76,True,Louisiana–Lafayette,14,66,False
2014,"West Regional – Anaheim, California",round3,Baylor,6,52,False,Wisconsin,2,69,True
2014,"West Regional – Anaheim, California",round1,Oregon,7,87,True,BYU,10,68,False
2014,"West Regional – Anaheim, California",round2,Oregon,7,77,False,Wisconsin,2,85,True
2014,"West Regional – Anaheim, California",round1,Wisconsin,2,75,True,American,15,35,False
2014,"Midwest Regional – Indianapolis, Indiana",round1,Wichita State,1,64,True,Cal Poly,16,37,False
2014,"Midwest Regional – Indianapolis, Indiana",round2,Wichita State,1,76,False,Kentucky,8,78,True
2014,"Midwest Regional – Indianapolis, Indiana",round1,Kentucky,8,56,True,Kansas State,9,49,False
2014,"Midwest Regional – Indianapolis, Indiana",round3,Kentucky,8,74,True,Louisville,4,69,False
2014,"Midwest Regional – Indianapolis, Indiana",round1,Saint Louis,5,83*,True,NC State,12,80,False
2014,"Midwest Regional – Indianapolis, Indiana",round2,Saint Louis,5,51,False,Louisville,4,66,True
2014,"Midwest Regional – Indianapolis, Indiana",round1,Louisville,4,71,True,Manhattan,13,64,False
2014,"Midwest Regional – Indianapolis, Indiana",round4,Kentucky,8,75,True,Michigan,2,72,False
2014,"Midwest Regional – Indianapolis, Indiana",round1,Massachusetts,6,67,False,Tennessee,11,86,True
2014,"Midwest Regional – Indianapolis, Indiana",round2,Tennessee,11,83,True,Mercer,14,63,False
2014,"Midwest Regional – Indianapolis, Indiana",round1,Duke,3,71,False,Mercer,14,78,True
2014,"Midwest Regional – Indianapolis, Indiana",round3,Tennessee,11,71,False,Michigan,2,73,True
2014,"Midwest Regional – Indianapolis, Indiana",round1,Texas,7,87,True,Arizona State,10,85,False
2014,"Midwest Regional – Indianapolis, Indiana",round2,Texas,7,65,False,Michigan,2,79,True
2014,"Midwest Regional – Indianapolis, Indiana",round1,Michigan,2,57,True,Wofford,15,40,False
2014,"Final Four – AT&T Stadium, Arlington, Texas",round5,Florida,S1,53,False,Connecticut,E7,63,True
2014,"Final Four – AT&T Stadium, Arlington, Texas",round6,Connecticut,E7,60,True,Kentucky,MW8,54,False
2014,"Final Four – AT&T Stadium, Arlington, Texas",round5,Wisconsin,W2,73,False,Kentucky,MW8,74,True
2015,"Midwest Regional – Cleveland, Ohio",round1,Kentucky,1,79,True,Hampton,16,56,False
2015,"Midwest Regional – Cleveland, Ohio",round2,Kentucky,1,64,True,Cincinnati,8,51,False
2015,"Midwest Regional – Cleveland, Ohio",round1,Cincinnati,8,66*,True,Purdue,9,65,False
2015,"Midwest Regional – Cleveland, Ohio",round3,Kentucky,1,78,True,West Virginia,5,39,False
2015,"Midwest Regional – Cleveland, Ohio",round1,West Virginia,5,68,True,Buffalo,12,62,False
2015,"Midwest Regional – Cleveland, Ohio",round2,West Virginia,5,69,True,Maryland,4,59,False
2015,"Midwest Regional – Cleveland, Ohio",round1,Maryland,4,65,True,Valparaiso,13,62,False
2015,"Midwest Regional – Cleveland, Ohio",round4,Kentucky,1,68,True,Notre Dame,3,66,False
2015,"Midwest Regional – Cleveland, Ohio",round1,Butler,6,56,True,Texas,11,48,False
2015,"Midwest Regional – Cleveland, Ohio",round2,Butler,6,64,False,Notre Dame,3,67*,True
2015,"Midwest Regional – Cleveland, Ohio",round1,Notre Dame,3,69,True,Northeastern,14,65,False
2015,"Midwest Regional – Cleveland, Ohio",round3,Notre Dame,3,81,True,Wichita State,7,70,False
2015,"Midwest Regional – Cleveland, Ohio",round1,Wichita State,7,81,True,Indiana,10,76,False
2015,"Midwest Regional – Cleveland, Ohio",round2,Wichita State,7,78,True,Kansas,2,65,False
2015,"Midwest Regional – Cleveland, Ohio",round1,Kansas,2,75,True,New Mexico State,15,56,False
2015,"West Regional – Los Angeles, California",round1,Wisconsin,1,86,True,Coastal Carolina,16,72,False
2015,"West Regional – Los Angeles, California",round2,Wisconsin,1,72,True,Oregon,8,65,False
2015,"West Regional – Los Angeles, California",round1,Oregon,8,79,True,Oklahoma State,9,73,False
2015,"West Regional – Los Angeles, California",round3,Wisconsin,1,79,True,North Carolina,4,72,False
2015,"West Regional – Los Angeles, California",round1,Arkansas,5,56,True,Wofford,12,53,False
2015,"West Regional – Los Angeles, California",round2,Arkansas,5,78,False,North Carolina,4,87,True
2015,"West Regional – Los Angeles, California",round1,North Carolina,4,67,True,Harvard,13,65,False
2015,"West Regional – Los Angeles, California",round4,Wisconsin,1,85,True,Arizona,2,78,False
2015,"West Regional – Los Angeles, California",round1,Xavier,6,76,True,Mississippi,11,57,False
2015,"West Regional – Los Angeles, California",round2,Xavier,6,75,True,Georgia State,14,67,False
2015,"West Regional – Los Angeles, California",round1,Baylor,3,56,False,Georgia State,14,57,True
2015,"West Regional – Los Angeles, California",round3,Xavier,6,60,False,Arizona,2,68,True
2015,"West Regional – Los Angeles, California",round1,Virginia Commonwealth,7,72,False,Ohio State,10,75*,True
2015,"West Regional – Los Angeles, California",round2,Ohio State,10,58,False,Arizona,2,73,True
2015,"West Regional – Los Angeles, California",round1,Arizona,2,93,True,Texas Southern,15,72,False
2015,"East Regional – Syracuse, New York",round1,Villanova,1,93,True,Lafayette,16,52,False
2015,"East Regional – Syracuse, New York",round2,Villanova,1,68,False,North Carolina State,8,71,True
2015,"East Regional – Syracuse, New York",round1,North Carolina State,8,66,True,Louisiana State,9,65,False
2015,"East Regional – Syracuse, New York",round3,North Carolina State,8,65,False,Louisville,4,75,True
2015,"East Regional – Syracuse, New York",round1,Northern Iowa,5,71,True,Wyoming,12,54,False
2015,"East Regional – Syracuse, New York",round2,Northern Iowa,5,53,False,Louisville,4,66,True
2015,"East Regional – Syracuse, New York",round1,Louisville,4,57,True,California-Irvine,13,55,False
2015,"East Regional – Syracuse, New York",round4,Louisville,4,70,False,Michigan State,7,76*,True
2015,"East Regional – Syracuse, New York",round1,Providence,6,53,False,Dayton,11,66,True
2015,"East Regional – Syracuse, New York",round2,Dayton,11,66,False,Oklahoma,3,72,True
2015,"East Regional – Syracuse, New York",round1,Oklahoma,3,69,True,Albany,14,60,False
2015,"East Regional – Syracuse, New York",round3,Oklahoma,3,58,False,Michigan State,7,62,True
2015,"East Regional – Syracuse, New York",round1,Michigan State,7,70,True,Georgia,10,63,False
2015,"East Regional – Syracuse, New York",round2,Michigan State,7,60,True,Virginia,2,54,False
2015,"East Regional – Syracuse, New York",round1,Virginia,2,79,True,Belmont,15,67,False
2015,"South Regional – Houston, Texas",round1,Duke,1,85,True,Robert Morris,16,56,False
2015,"South Regional – Houston, Texas",round2,Duke,1,68,True,San Diego State,8,49,False
2015,"South Regional – Houston, Texas",round1,San Diego State,8,76,True,St. John's,9,64,False
2015,"South Regional – Houston, Texas",round3,Duke,1,63,True,Utah,5,57,False
2015,"South Regional – Houston, Texas",round1,Utah,5,57,True,Stephen F. Austin,12,50,False
2015,"South Regional – Houston, Texas",round2,Utah,5,75,True,Georgetown,4,64,False
2015,"South Regional – Houston, Texas",round1,Georgetown,4,84,True,Eastern Washington,13,74,False
2015,"South Regional – Houston, Texas",round4,Duke,1,66,True,Gonzaga,2,52,False
2015,"South Regional – Houston, Texas",round1,Southern Methodist,6,59,False,UCLA,11,60,True
2015,"South Regional – Houston, Texas",round2,UCLA,11,92,True,UAB,14,75,False
2015,"South Regional – Houston, Texas",round1,Iowa State,3,59,False,UAB,14,60,True
2015,"South Regional – Houston, Texas",round3,UCLA,11,62,False,Gonzaga,2,74,True
2015,"South Regional – Houston, Texas",round1,Iowa,7,83,True,Davidson,10,52,False
2015,"South Regional – Houston, Texas",round2,Iowa,7,68,False,Gonzaga,2,87,True
2015,"South Regional – Houston, Texas",round1,Gonzaga,2,86,True,North Dakota State,15,76,False
2015,"Lucas Oil Stadium – Indianapolis, Indiana",round5,Kentucky,MW1,64,False,Wisconsin,W1,71,True
2015,"Lucas Oil Stadium – Indianapolis, Indiana",round6,Wisconsin,W1,63,False,Duke,S1,68,True
2015,"Lucas Oil Stadium – Indianapolis, Indiana",round5,Michigan State,E7,61,False,Duke,S1,81,True
2016,"South Regional – Louisville, Kentucky",round1,Kansas,1,105,True,Austin Peay,16,79,False
2016,"South Regional – Louisville, Kentucky",round2,Kansas,1,73,True,Connecticut,9,61,False
2016,"South Regional – Louisville, Kentucky",round1,Colorado,8,67,False,Connecticut,9,74,True
2016,"South Regional – Louisville, Kentucky",round3,Kansas,1,79,True,Maryland,5,63,False
2016,"South Regional – Louisville, Kentucky",round1,Maryland,5,79,True,South Dakota State,12,74,False
2016,"South Regional – Louisville, Kentucky",round2,Maryland,5,73,True,Hawaii,13,60,False
2016,"South Regional – Louisville, Kentucky",round1,California,4,66,False,Hawaii,13,77,True
2016,"South Regional – Louisville, Kentucky",round4,Kansas,1,59,False,Villanova,2,64,True
2016,"South Regional – Louisville, Kentucky",round1,Arizona,6,55,False,Wichita State,11,65,True
2016,"South Regional – Louisville, Kentucky",round2,Wichita State,11,57,False,Miami (FL),3,65,True
2016,"South Regional – Louisville, Kentucky",round1,Miami (FL),3,79,True,Buffalo,14,72,False
2016,"South Regional – Louisville, Kentucky",round3,Miami (FL),3,69,False,Villanova,2,92,True
2016,"South Regional – Louisville, Kentucky",round1,Iowa,7,72*,True,Temple,10,70,False
2016,"South Regional – Louisville, Kentucky",round2,Iowa,7,68,False,Villanova,2,87,True
2016,"South Regional – Louisville, Kentucky",round1,Villanova,2,86,True,UNC Asheville,15,56,False
2016,"West Regional – Anaheim, California",round1,Oregon,1,91,True,Holy Cross,16,52,False
2016,"West Regional – Anaheim, California",round2,Oregon,1,69,True,Saint Joseph's,8,64,False
2016,"West Regional – Anaheim, California",round1,Saint Joseph's,8,78,True,Cincinnati,9,76,False
2016,"West Regional – Anaheim, California",round3,Oregon,1,82,True,Duke,4,68,False
2016,"West Regional – Anaheim, California",round1,Baylor,5,75,False,Yale,12,79,True
2016,"West Regional – Anaheim, California",round2,Yale,12,64,False,Duke,4,71,True
2016,"West Regional – Anaheim, California",round1,Duke,4,93,True,UNC Wilmington,13,85,False
2016,"West Regional – Anaheim, California",round4,Oregon,1,68,False,Oklahoma,2,80,True
2016,"West Regional – Anaheim, California",round1,Texas,6,72,False,Northern Iowa,11,75,True
2016,"West Regional – Anaheim, California",round2,Northern Iowa,11,88,False,Texas A&M,3,92**,True
2016,"West Regional – Anaheim, California",round1,Texas A&M,3,92,True,Green Bay,14,65,False
2016,"West Regional – Anaheim, California",round3,Texas A&M,3,63,False,Oklahoma,2,77,True
2016,"West Regional – Anaheim, California",round1,Oregon State,7,67,False,VCU,10,75,True
2016,"West Regional – Anaheim, California",round2,VCU,10,81,False,Oklahoma,2,85,True
2016,"West Regional – Anaheim, California",round1,Oklahoma,2,82,True,Cal State Bakersfield,15,68,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,North Carolina,1,83,True,Florida Gulf Coast,16,67,False
2016,"East Regional – Philadelphia, Pennsylvania",round2,North Carolina,1,85,True,Providence,9,66,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,USC,8,69,False,Providence,9,70,True
2016,"East Regional – Philadelphia, Pennsylvania",round3,North Carolina,1,101,True,Indiana,5,86,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,Indiana,5,99,True,Chattanooga,12,74,False
2016,"East Regional – Philadelphia, Pennsylvania",round2,Indiana,5,73,True,Kentucky,4,67,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,Kentucky,4,85,True,Stony Brook,13,57,False
2016,"East Regional – Philadelphia, Pennsylvania",round4,North Carolina,1,88,True,Notre Dame,6,74,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,Notre Dame,6,70,True,Michigan,11,63,False
2016,"East Regional – Philadelphia, Pennsylvania",round2,Notre Dame,6,76,True,Stephen F. Austin,14,75,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,West Virginia,3,56,False,Stephen F. Austin,14,70,True
2016,"East Regional – Philadelphia, Pennsylvania",round3,Notre Dame,6,61,True,Wisconsin,7,56,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,Wisconsin,7,47,True,Pittsburgh,10,43,False
2016,"East Regional – Philadelphia, Pennsylvania",round2,Wisconsin,7,66,True,Xavier,2,63,False
2016,"East Regional – Philadelphia, Pennsylvania",round1,Xavier,2,71,True,Weber State,15,53,False
2016,"Midwest Regional – Chicago, Illinois",round1,Virginia,1,81,True,Hampton,16,45,False
2016,"Midwest Regional – Chicago, Illinois",round2,Virginia,1,77,True,Butler,9,69,False
2016,"Midwest Regional – Chicago, Illinois",round1,Texas Tech,8,61,False,Butler,9,71,True
2016,"Midwest Regional – Chicago, Illinois",round3,Virginia,1,84,True,Iowa State,4,71,False
2016,"Midwest Regional – Chicago, Illinois",round1,Purdue,5,83,False,Little Rock,12,85**,True
2016,"Midwest Regional – Chicago, Illinois",round2,Little Rock,12,61,False,Iowa State,4,78,True
2016,"Midwest Regional – Chicago, Illinois",round1,Iowa State,4,94,True,Iona,13,81,False
2016,"Midwest Regional – Chicago, Illinois",round4,Virginia,1,62,False,Syracuse,10,68,True
2016,"Midwest Regional – Chicago, Illinois",round1,Seton Hall,6,52,False,Gonzaga,11,68,True
2016,"Midwest Regional – Chicago, Illinois",round2,Gonzaga,11,82,True,Utah,3,59,False
2016,"Midwest Regional – Chicago, Illinois",round1,Utah,3,80,True,Fresno State,14,69,False
2016,"Midwest Regional – Chicago, Illinois",round3,Gonzaga,11,60,False,Syracuse,10,63,True
2016,"Midwest Regional – Chicago, Illinois",round1,Dayton,7,51,False,Syracuse,10,70,True
2016,"Midwest Regional – Chicago, Illinois",round2,Syracuse,10,75,True,Middle Tennessee,15,50,False
2016,"Midwest Regional – Chicago, Illinois",round1,Michigan State,2,81,False,Middle Tennessee,15,90,True
2016,"NRG Stadium – Houston, Texas",round5,Villanova,S2,95,True,Oklahoma,W2,51,False
2016,"NRG Stadium – Houston, Texas",round6,Villanova,S2,77,True,North Carolina,E1,74,False
2016,"NRG Stadium – Houston, Texas",round5,North Carolina,E1,83,True,Syracuse,MW10,66,False
2017,"East Regional – New York City, New York",round1,Villanova,1,76,True,Mount St. Mary's,16,56,False
2017,"East Regional – New York City, New York",round2,Villanova,1,62,False,Wisconsin,8,65,True
2017,"East Regional – New York City, New York",round1,Wisconsin,8,84,True,Virginia Tech,9,74,False
2017,"East Regional – New York City, New York",round3,Wisconsin,8,83,False,Florida,4,84*,True
2017,"East Regional – New York City, New York",round1,Virginia,5,76,True,UNC Wilmington,12,71,False
2017,"East Regional – New York City, New York",round2,Virginia,5,39,False,Florida,4,65,True
2017,"East Regional – New York City, New York",round1,Florida,4,80,True,East Tennessee State,13,65,False
2017,"East Regional – New York City, New York",round4,Florida,4,70,False,South Carolina,7,77,True
2017,"East Regional – New York City, New York",round1,SMU,6,65,False,USC,11,66,True
2017,"East Regional – New York City, New York",round2,USC,11,78,False,Baylor,3,82,True
2017,"East Regional – New York City, New York",round1,Baylor,3,91,True,New Mexico State,14,73,False
2017,"East Regional – New York City, New York",round3,Baylor,3,50,False,South Carolina,7,70,True
2017,"East Regional – New York City, New York",round1,South Carolina,7,93,True,Marquette,10,73,False
2017,"East Regional – New York City, New York",round2,South Carolina,7,88,True,Duke,2,81,False
2017,"East Regional – New York City, New York",round1,Duke,2,87,True,Troy,15,65,False
2017,"West Regional – San Jose, California",round1,Gonzaga,1,66,True,South Dakota State,16,46,False
2017,"West Regional – San Jose, California",round2,Gonzaga,1,79,True,Northwestern,8,73,False
2017,"West Regional – San Jose, California",round1,Northwestern,8,68,True,Vanderbilt,9,66,False
2017,"West Regional – San Jose, California",round3,Gonzaga,1,61,True,West Virginia,4,58,False
2017,"West Regional – San Jose, California",round1,Notre Dame,5,60,True,Princeton,12,58,False
2017,"West Regional – San Jose, California",round2,Notre Dame,5,71,False,West Virginia,4,83,True
2017,"West Regional – San Jose, California",round1,West Virginia,4,86,True,Bucknell,13,80,False
2017,"West Regional – San Jose, California",round4,Gonzaga,1,83,True,Xavier,11,59,False
2017,"West Regional – San Jose, California",round1,Maryland,6,65,False,Xavier,11,76,True
2017,"West Regional – San Jose, California",round2,Xavier,11,91,True,Florida State,3,66,False
2017,"West Regional – San Jose, California",round1,Florida State,3,86,True,Florida Gulf Coast,14,80,False
2017,"West Regional – San Jose, California",round3,Xavier,11,73,True,Arizona,2,71,False
2017,"West Regional – San Jose, California",round1,Saint Mary's,7,85,True,VCU,10,77,False
2017,"West Regional – San Jose, California",round2,Saint Mary's,7,60,False,Arizona,2,69,True
2017,"West Regional – San Jose, California",round1,Arizona,2,100,True,North Dakota,15,82,False
2017,"Midwest Regional – Kansas City, Missouri",round1,Kansas,1,100,True,UC Davis,16,62,False
2017,"Midwest Regional – Kansas City, Missouri",round2,Kansas,1,90,True,Michigan State,9,70,False
2017,"Midwest Regional – Kansas City, Missouri",round1,Miami (FL),8,58,False,Michigan State,9,78,True
2017,"Midwest Regional – Kansas City, Missouri",round3,Kansas,1,98,True,Purdue,4,66,False
2017,"Midwest Regional – Kansas City, Missouri",round1,Iowa State,5,84,True,Nevada,12,73,False
2017,"Midwest Regional – Kansas City, Missouri",round2,Iowa State,5,76,False,Purdue,4,80,True
2017,"Midwest Regional – Kansas City, Missouri",round1,Purdue,4,80,True,Vermont,13,70,False
2017,"Midwest Regional – Kansas City, Missouri",round4,Kansas,1,60,False,Oregon,3,74,True
2017,"Midwest Regional – Kansas City, Missouri",round1,Creighton,6,72,False,Rhode Island,11,84,True
2017,"Midwest Regional – Kansas City, Missouri",round2,Rhode Island,11,72,False,Oregon,3,75,True
2017,"Midwest Regional – Kansas City, Missouri",round1,Oregon,3,93,True,Iona,14,77,False
2017,"Midwest Regional – Kansas City, Missouri",round3,Oregon,3,69,True,Michigan,7,68,False
2017,"Midwest Regional – Kansas City, Missouri",round1,Michigan,7,92,True,Oklahoma State,10,91,False
2017,"Midwest Regional – Kansas City, Missouri",round2,Michigan,7,73,True,Louisville,2,69,False
2017,"Midwest Regional – Kansas City, Missouri",round1,Louisville,2,78,True,Jacksonville State,15,63,False
2017,"South Regional – Memphis, Tennessee",round1,North Carolina,1,103,True,Texas Southern,16,64,False
2017,"South Regional – Memphis, Tennessee",round2,North Carolina,1,72,True,Arkansas,8,65,False
2017,"South Regional – Memphis, Tennessee",round1,Arkansas,8,77,True,Seton Hall,9,71,False
2017,"South Regional – Memphis, Tennessee",round3,North Carolina,1,92,True,Butler,4,80,False
2017,"South Regional – Memphis, Tennessee",round1,Minnesota,5,72,False,Middle Tennessee,12,81,True
2017,"South Regional – Memphis, Tennessee",round2,Middle Tennessee,12,65,False,Butler,4,74,True
2017,"South Regional – Memphis, Tennessee",round1,Butler,4,76,True,Winthrop,13,64,False
2017,"South Regional – Memphis, Tennessee",round4,North Carolina,1,75,True,Kentucky,2,73,False
2017,"South Regional – Memphis, Tennessee",round1,Cincinnati,6,75,True,Kansas State,11,61,False
2017,"South Regional – Memphis, Tennessee",round2,Cincinnati,6,67,False,UCLA,3,79,True
2017,"South Regional – Memphis, Tennessee",round1,UCLA,3,97,True,Kent State,14,80,False
2017,"South Regional – Memphis, Tennessee",round3,UCLA,3,75,False,Kentucky,2,86,True
2017,"South Regional – Memphis, Tennessee",round1,Dayton,7,58,False,Wichita State,10,64,True
2017,"South Regional – Memphis, Tennessee",round2,Wichita State,10,62,False,Kentucky,2,65,True
2017,"South Regional – Memphis, Tennessee",round1,Kentucky,2,79,True,Northern Kentucky,15,70,False
